FrameNumber,ROI
754,"[315, 35, 687, 525]"
755,"[315, 35, 687, 525]"
756,"[315, 34, 688, 525]"
757,"[317, 34, 688, 526]"
758,"[317, 33, 687, 526]"
759,"[317, 33, 686, 526]"
760,"[317, 32, 686, 526]"
761,"[317, 32, 686, 526]"
762,"[317, 32, 686, 526]"
763,"[317, 32, 685, 526]"
764,"[316, 33, 685, 525]"
765,"[316, 33, 685, 525]"
766,"[317, 33, 685, 525]"
767,"[317, 33, 685, 525]"
768,"[318, 33, 686, 525]"
769,"[318, 33, 686, 525]"
770,"[317, 34, 686, 525]"
771,"[317, 34, 686, 525]"
772,"[317, 34, 687, 525]"
773,"[315, 34, 687, 525]"
774,"[315, 34, 687, 524]"
775,"[317, 33, 687, 524]"
776,"[317, 33, 687, 525]"
777,"[317, 33, 686, 525]"
778,"[319, 33, 684, 525]"
779,"[319, 33, 684, 524]"
780,"[310, 34, 684, 524]"
781,"[310, 36, 684, 524]"
782,"[311, 36, 684, 524]"
783,"[312, 37, 684, 524]"
784,"[313, 37, 684, 524]"
785,"[313, 37, 684, 524]"
786,"[312, 37, 684, 524]"
787,"[312, 38, 684, 524]"
788,"[312, 38, 684, 524]"
789,"[312, 37, 684, 524]"
790,"[314, 37, 683, 524]"
791,"[313, 37, 683, 524]"
792,"[312, 37, 684, 524]"
793,"[312, 37, 684, 524]"
794,"[312, 37, 685, 524]"
795,"[312, 36, 686, 524]"
796,"[313, 36, 686, 524]"
797,"[313, 36, 685, 524]"
798,"[315, 35, 685, 524]"
799,"[315, 35, 685, 524]"
800,"[313, 35, 685, 524]"
801,"[313, 35, 685, 524]"
802,"[314, 35, 686, 524]"
803,"[314, 35, 686, 524]"
804,"[314, 35, 686, 524]"
805,"[314, 35, 686, 524]"
806,"[317, 34, 685, 524]"
807,"[317, 34, 686, 525]"
808,"[316, 35, 686, 525]"
809,"[316, 36, 685, 525]"
810,"[313, 36, 685, 524]"
811,"[312, 36, 685, 524]"
812,"[311, 37, 684, 524]"
813,"[311, 37, 683, 524]"
814,"[312, 37, 683, 524]"
815,"[311, 37, 683, 525]"
816,"[311, 36, 683, 525]"
817,"[311, 36, 683, 524]"
818,"[311, 37, 682, 524]"
